x,hi,low
4775.0,1.14202,1.14188
4776.0,1.14198,1.14186
4777.0,1.14198,1.14186
4778.0,1.14201,1.14188
4779.0,1.14212,1.142
4780.0,1.14208,1.14197
4781.0,1.14209,1.14197
4782.0,1.14206,1.14194
4783.0,1.14205,1.14192
4784.0,1.14203,1.14189
4785.0,1.14209,1.14196
4786.0,1.14207,1.14193
4787.0,1.14205,1.14192
4788.0,1.14207,1.14193
4789.0,1.14219,1.14206
4790.0,1.14222,1.14208
4791.0,1.14218,1.14204
4792.0,1.14223,1.1421
4793.0,1.14231,1.14215
4794.0,1.14228,1.14214
4795.0,1.14236,1.14219
4796.0,1.14239,1.14226
4797.0,1.14232,1.1422
4798.0,1.14233,1.1422
4799.0,1.1423,1.14216
4800.0,1.14233,1.14218
4801.0,1.14237,1.14223
4802.0,1.14245,1.1423
4803.0,1.14244,1.14231
4804.0,1.14245,1.14232
4805.0,1.14244,1.14231
4806.0,1.14249,1.14236
4807.0,1.14253,1.14239
4808.0,1.14255,1.14242
4809.0,1.14254,1.1424
4810.0,1.14247,1.14233
4811.0,1.14246,1.14234
4812.0,1.1424,1.14227
4813.0,1.14219,1.14205
4814.0,1.14226,1.14212
4815.0,1.14233,1.14219
4816.0,1.14249,1.14235
4817.0,1.14264,1.14248
4818.0,1.14257,1.14244
4819.0,1.1426,1.14245
4820.0,1.14262,1.14249
4821.0,1.14262,1.14248
4822.0,1.14267,1.14255
4823.0,1.14269,1.14254
4824.0,1.14258,1.14244
4825.0,1.1426,1.14247
4826.0,1.14264,1.14248
4827.0,1.14267,1.14257
4828.0,1.14276,1.14264
4829.0,1.1428,1.14264
4830.0,1.14284,1.14271
4831.0,1.1428,1.14265
4832.0,1.1428,1.14267
4833.0,1.14271,1.14258
4834.0,1.14273,1.1426
4835.0,1.14281,1.14267
4836.0,1.14287,1.14275
4837.0,1.1429,1.14276
4838.0,1.143,1.14287
4839.0,1.14311,1.14294
4840.0,1.143,1.14287
4841.0,1.143,1.14287
4842.0,1.14298,1.14285
4843.0,1.14287,1.14274
4844.0,1.14299,1.14286
4845.0,1.14302,1.14288
4846.0,1.14298,1.14285
4847.0,1.14305,1.14291
4848.0,1.14301,1.14288
4849.0,1.14311,1.14296
4850.0,1.14309,1.14296
4851.0,1.14302,1.14288
4852.0,1.14297,1.14284
4853.0,1.14308,1.14295
4854.0,1.14297,1.14284
4855.0,1.14288,1.14276
4856.0,1.14293,1.1428
4857.0,1.143,1.14287
4858.0,1.14301,1.14288
4859.0,1.14312,1.14299
4860.0,1.1433,1.14316
4861.0,1.14324,1.14308
4862.0,1.14357,1.14342
4863.0,1.14377,1.14364
4864.0,1.14362,1.14348
4865.0,1.14365,1.14351
4866.0,1.14374,1.14362
4867.0,1.1438,1.14366
4868.0,1.14366,1.1435
4869.0,1.14369,1.14355
4870.0,1.14355,1.14341
4871.0,1.14359,1.14345
4872.0,1.14369,1.14355
4873.0,1.14362,1.14348
4874.0,1.1437,1.14356
4875.0,1.14369,1.14354
4876.0,1.14348,1.14329
4877.0,1.14345,1.14332
4878.0,1.14348,1.14334
4879.0,1.14348,1.14334
4880.0,1.14345,1.1433
4881.0,1.14352,1.14337
4882.0,1.14354,1.14338
4883.0,1.14343,1.14326
4884.0,1.14354,1.14338
4885.0,1.14352,1.14337
4886.0,1.14351,1.14337
4887.0,1.14347,1.14332
4888.0,1.14336,1.14322
4889.0,1.14336,1.14323
4890.0,1.14325,1.14309
4891.0,1.14328,1.14315
4892.0,1.14334,1.1432
4893.0,1.14338,1.14324
4894.0,1.14349,1.14333
4895.0,1.14347,1.14332
4896.0,1.1435,1.14336
4897.0,1.14347,1.14334
4898.0,1.14351,1.14339
4899.0,1.14349,1.14336
4900.0,1.14342,1.1433
4901.0,1.14352,1.14338
4902.0,1.14349,1.14336
4903.0,1.14342,1.14329
4904.0,1.14328,1.14316
4905.0,1.14326,1.14313
4906.0,1.14321,1.14309
4907.0,1.14324,1.1431
4908.0,1.14321,1.14307
4909.0,1.14324,1.14313
4910.0,1.14317,1.14304
4911.0,1.14319,1.14305
4912.0,1.14308,1.14295
4913.0,1.14316,1.14302
4914.0,1.14307,1.14294
4915.0,1.14299,1.14285
4916.0,1.14288,1.14273
4917.0,1.14295,1.14281
4918.0,1.14296,1.14282
4919.0,1.14289,1.14274
4920.0,1.14302,1.14287
4921.0,1.14298,1.14281
4922.0,1.14299,1.14285
4923.0,1.14293,1.14277
4924.0,1.14275,1.14261
4925.0,1.14272,1.14258
4926.0,1.14263,1.14249
4927.0,1.14267,1.14252
4928.0,1.1427,1.14256
4929.0,1.14274,1.1426
4930.0,1.14269,1.14254
4931.0,1.14275,1.14261
4932.0,1.14266,1.14253
4933.0,1.14276,1.14263
4934.0,1.14274,1.1426
4935.0,1.14269,1.14254
4936.0,1.14269,1.14254
4937.0,1.14258,1.14245
4938.0,1.14248,1.14235
4939.0,1.14247,1.14234
4940.0,1.14246,1.14231
4941.0,1.14251,1.14235
4942.0,1.14249,1.14234
4943.0,1.14254,1.14239
4944.0,1.14253,1.14239
4945.0,1.14264,1.1425
4946.0,1.14256,1.14243
4947.0,1.1426,1.14247
4948.0,1.14243,1.1423
4949.0,1.1424,1.14227
4950.0,1.14239,1.14224
4951.0,1.14245,1.14232
4952.0,1.14246,1.14232
4953.0,1.14248,1.14234
4954.0,1.14233,1.14221
4955.0,1.14237,1.14225
4956.0,1.14236,1.14223
4957.0,1.14242,1.14229
4958.0,1.14245,1.14232
4959.0,1.14242,1.14229
4960.0,1.1424,1.14226
4961.0,1.14241,1.14227
4962.0,1.14238,1.14226
4963.0,1.14235,1.14222
4964.0,1.14222,1.14209
4965.0,1.14229,1.14215
4966.0,1.14229,1.14216
4967.0,1.14211,1.14198
4968.0,1.14212,1.14199
4969.0,1.14215,1.14193
4970.0,1.14212,1.14201
4971.0,1.14221,1.14207
4972.0,1.14222,1.14209
4973.0,1.14246,1.14231
4974.0,1.14245,1.14232
4975.0,1.14248,1.14234
4976.0,1.14258,1.14245
4977.0,1.14263,1.14249
4978.0,1.1426,1.14245
4979.0,1.14264,1.14249
4980.0,1.14279,1.14263
4981.0,1.14282,1.14266
4982.0,1.14298,1.14284
4983.0,1.14314,1.14298
4984.0,1.14315,1.14301
4985.0,1.1434,1.14326
4986.0,1.14351,1.14339
4987.0,1.14351,1.14339
4988.0,1.14355,1.1434
4989.0,1.14329,1.14315
4990.0,1.14354,1.14339
4991.0,1.14329,1.14313
4992.0,1.14323,1.14306
4993.0,1.14358,1.14341
4994.0,1.14341,1.14323
4995.0,1.14329,1.14312
4996.0,1.14339,1.14321
4997.0,1.14334,1.14316
4998.0,1.14335,1.14319
4999.0,1.14328,1.14312
5000.0,1.14316,1.14298
5001.0,1.14307,1.14289
5002.0,1.14296,1.1428
5003.0,1.14276,1.1426
5004.0,1.1428,1.14263
5005.0,1.14273,1.14254
5006.0,1.14275,1.14256
5007.0,1.14265,1.14247
5008.0,1.14262,1.14246
5009.0,1.14265,1.14248
5010.0,1.14267,1.14252
5011.0,1.14265,1.14247
5012.0,1.14278,1.14262
5013.0,1.14282,1.14265
5014.0,1.14284,1.14267
5015.0,1.14283,1.14267
5016.0,1.14323,1.14301
5017.0,1.14339,1.14317
5018.0,1.14322,1.14298
5019.0,1.14299,1.14281
5020.0,1.14299,1.14277
5021.0,1.14301,1.14275
5022.0,1.143,1.14277
5023.0,1.14297,1.14274
5024.0,1.1429,1.14262
5025.0,1.14292,1.14269
5026.0,1.14289,1.14246
5027.0,1.14304,1.1425
5028.0,1.14317,1.14264
5029.0,1.14348,1.14262
5030.0,1.14349,1.14249
5031.0,1.14327,1.14227
5032.0,1.14095,1.14003
5033.0,1.13898,1.13841
5034.0,1.13998,1.13954
5035.0,1.14073,1.14035
5036.0,1.14068,1.1403
5037.0,1.13998,1.13966
5038.0,1.14017,1.13994
5039.0,1.14078,1.1405
5040.0,1.14078,1.14045
5041.0,1.14089,1.14063
5042.0,1.14083,1.14058
5043.0,1.14111,1.14085
5044.0,1.14143,1.14095
5045.0,1.14138,1.14113
5046.0,1.14061,1.14029
5047.0,1.14115,1.14083
5048.0,1.14127,1.14103
5049.0,1.1413,1.14103
5050.0,1.14121,1.14099
5051.0,1.14124,1.14101
5052.0,1.14142,1.14121
5053.0,1.1416,1.14138
5054.0,1.14126,1.14103
5055.0,1.1412,1.14099
5056.0,1.14091,1.14068
5057.0,1.141,1.14078
5058.0,1.14075,1.14058
5059.0,1.14092,1.14073
5060.0,1.14119,1.141
5061.0,1.14099,1.1408
5062.0,1.14099,1.1408
5063.0,1.14102,1.14081
5064.0,1.14086,1.14069
5065.0,1.14095,1.14076
5066.0,1.14062,1.14042
5067.0,1.14064,1.14046
5068.0,1.14072,1.14055
5069.0,1.14046,1.1403
5070.0,1.1402,1.14001
5071.0,1.13988,1.13971
5072.0,1.13989,1.13968
5073.0,1.1397,1.13953
5074.0,1.13956,1.13941
5075.0,1.13946,1.13929
5076.0,1.13943,1.13924
5077.0,1.13945,1.13931
5078.0,1.13913,1.13894
5079.0,1.13926,1.13908
5080.0,1.13923,1.13881
5081.0,1.1392,1.13901
5082.0,1.13919,1.13901
5083.0,1.13919,1.13902
5084.0,1.13938,1.13921
5085.0,1.13935,1.13921
5086.0,1.13978,1.1396
5087.0,1.13966,1.1395
5088.0,1.14006,1.13988
5089.0,1.13965,1.13949
5090.0,1.13946,1.1393
5091.0,1.13953,1.13937
5092.0,1.13945,1.13929
5093.0,1.13932,1.13916
5094.0,1.13988,1.13971
5095.0,1.13964,1.13947
5096.0,1.13935,1.13917
5097.0,1.13954,1.13938
5098.0,1.13921,1.13902
5099.0,1.13936,1.1392
5100.0,1.139,1.1388
5101.0,1.13906,1.13888
5102.0,1.13887,1.1387
5103.0,1.13893,1.1387
5104.0,1.13892,1.13878
5105.0,1.13871,1.13856
5106.0,1.13916,1.13896
5107.0,1.13915,1.13899
5108.0,1.13923,1.13907
5109.0,1.13945,1.1393
5110.0,1.13976,1.13959
5111.0,1.13961,1.13943
5112.0,1.13962,1.13946
5113.0,1.13989,1.13972
5114.0,1.1397,1.13954
5115.0,1.13984,1.13968
5116.0,1.13979,1.13963
5117.0,1.13966,1.13952
5118.0,1.14002,1.13987
5119.0,1.13985,1.13969
5120.0,1.13956,1.1394
5121.0,1.13935,1.13919
5122.0,1.13955,1.1394
5123.0,1.13968,1.13952
5124.0,1.13967,1.13952
5125.0,1.13977,1.13962
5126.0,1.13949,1.13928
5127.0,1.13957,1.13937
5128.0,1.13981,1.13965
5129.0,1.13962,1.13948
5130.0,1.13964,1.13948
5131.0,1.13947,1.13933
5132.0,1.13951,1.13934
5133.0,1.13973,1.13957
5134.0,1.13961,1.13946
5135.0,1.13968,1.13954
5136.0,1.13968,1.13953
5137.0,1.13993,1.13978
5138.0,1.14009,1.13995
5139.0,1.14035,1.14021
5140.0,1.14029,1.14012
5141.0,1.14055,1.1404
5142.0,1.14075,1.1406
5143.0,1.14081,1.14067
5144.0,1.14099,1.14083
5145.0,1.14183,1.14163
5146.0,1.1415,1.14131
5147.0,1.14178,1.14161
5148.0,1.14176,1.1416
5149.0,1.14247,1.14229
5150.0,1.14218,1.142
5151.0,1.14193,1.14174
5152.0,1.14182,1.14166
5153.0,1.14179,1.14164
5154.0,1.14193,1.14177
5155.0,1.14225,1.14211
5156.0,1.14264,1.14249
5157.0,1.14314,1.14296
5158.0,1.14302,1.14284
5159.0,1.14336,1.14319
5160.0,1.14345,1.1433
5161.0,1.1434,1.14323
5162.0,1.14298,1.14278
5163.0,1.14305,1.14289
5164.0,1.14315,1.143
5165.0,1.14353,1.14334
5166.0,1.14277,1.14258
5167.0,1.14297,1.1428
5168.0,1.14302,1.14286
5169.0,1.14289,1.14273
5170.0,1.14281,1.14265
5171.0,1.14254,1.1424
5172.0,1.14241,1.14226
5173.0,1.14227,1.14211
5174.0,1.14197,1.14182
5175.0,1.14216,1.14202
5176.0,1.1425,1.14232
5177.0,1.14238,1.14222
5178.0,1.14234,1.14218
5179.0,1.14251,1.14236
5180.0,1.14232,1.14218
5181.0,1.14224,1.1421
5182.0,1.14182,1.14166
5183.0,1.14207,1.14191
5184.0,1.14205,1.14189
5185.0,1.14202,1.14182
5186.0,1.14201,1.14181
5187.0,1.1423,1.14215
5188.0,1.14214,1.14199
5189.0,1.14209,1.14193
5190.0,1.14203,1.14189
5191.0,1.14214,1.142
5192.0,1.14211,1.14195
5193.0,1.14193,1.14177
5194.0,1.14184,1.14169
5195.0,1.14174,1.14159
5196.0,1.14177,1.14163
5197.0,1.14157,1.14144
5198.0,1.14109,1.14093
5199.0,1.14111,1.14095
5200.0,1.14067,1.14051
5201.0,1.14095,1.14078
5202.0,1.14114,1.14097
5203.0,1.14133,1.14118
5204.0,1.14127,1.14111
5205.0,1.14107,1.14092
5206.0,1.14126,1.14109
5207.0,1.14125,1.14109
5208.0,1.14116,1.14101
5209.0,1.14123,1.14108
5210.0,1.14128,1.14113
5211.0,1.14138,1.14124
5212.0,1.14143,1.14129
5213.0,1.14149,1.14136
5214.0,1.14117,1.14102
5215.0,1.1412,1.14105
5216.0,1.14117,1.14103
5217.0,1.14132,1.14115
5218.0,1.14121,1.14106
5219.0,1.14123,1.14109
5220.0,1.14098,1.14079
5221.0,1.14087,1.14072
5222.0,1.14093,1.14076
5223.0,1.1407,1.14055
5224.0,1.14092,1.14077
5225.0,1.14071,1.14054
5226.0,1.14021,1.14004
5227.0,1.14051,1.14034
5228.0,1.14054,1.14038
5229.0,1.14046,1.1403
5230.0,1.14066,1.14052
5231.0,1.1406,1.14045
5232.0,1.14058,1.14043
5233.0,1.14072,1.14057
5234.0,1.14075,1.14061
5235.0,1.14064,1.14049
5236.0,1.14067,1.14053
5237.0,1.14071,1.14059
5238.0,1.14071,1.14058
5239.0,1.14081,1.14068
5240.0,1.14088,1.14073
5241.0,1.14084,1.14069
5242.0,1.14075,1.14062
5243.0,1.14052,1.14038
5244.0,1.14046,1.14031
5245.0,1.14045,1.14032
5246.0,1.14041,1.14025
5247.0,1.1405,1.14036
5248.0,1.14042,1.14028
5249.0,1.14039,1.14022
5250.0,1.14035,1.1402
5251.0,1.14042,1.14028
5252.0,1.14031,1.14016
5253.0,1.14037,1.14024
5254.0,1.14057,1.14042
5255.0,1.14041,1.14027
5256.0,1.14035,1.14021
5257.0,1.14012,1.13998
5258.0,1.14006,1.13992
5259.0,1.14018,1.14003
5260.0,1.14022,1.14007
5261.0,1.14021,1.14008
5262.0,1.14029,1.14016
5263.0,1.14047,1.14034
5264.0,1.14045,1.14033
5265.0,1.14047,1.14032
5266.0,1.14041,1.14027
5267.0,1.14027,1.14012
5268.0,1.14055,1.1404
5269.0,1.14034,1.1402
5270.0,1.14039,1.14027
5271.0,1.14027,1.14014
5272.0,1.14003,1.13987
5273.0,1.14006,1.1399
5274.0,1.14007,1.13993
5275.0,1.14015,1.14002
5276.0,1.13995,1.1398
5277.0,1.13988,1.13972
5278.0,1.13969,1.13954
5279.0,1.13976,1.1396
5280.0,1.13976,1.13961
5281.0,1.13964,1.13948
5282.0,1.13979,1.13966
5283.0,1.13982,1.1397
5284.0,1.13975,1.1396
5285.0,1.14006,1.13989
5286.0,1.13992,1.13977
5287.0,1.13979,1.13965
5288.0,1.13968,1.13952
5289.0,1.13968,1.13953
5290.0,1.13949,1.13937
5291.0,1.13918,1.13904
5292.0,1.1391,1.13894
5293.0,1.13912,1.13898
5294.0,1.13912,1.13898
5295.0,1.13924,1.13909
5296.0,1.13932,1.13918
5297.0,1.13946,1.13931
5298.0,1.13942,1.13928
5299.0,1.13937,1.13921
5300.0,1.13928,1.13914
5301.0,1.13953,1.13937
5302.0,1.13946,1.13931
5303.0,1.13944,1.1393
5304.0,1.13955,1.1394
5305.0,1.13947,1.13933
5306.0,1.13929,1.13914
5307.0,1.13887,1.13873
5308.0,1.13906,1.13892
5309.0,1.13914,1.13899
5310.0,1.13932,1.13917
5311.0,1.13925,1.1391
5312.0,1.13914,1.13898
5313.0,1.13892,1.13877
5314.0,1.13886,1.13871
5315.0,1.13892,1.13876
5316.0,1.13877,1.13862
5317.0,1.13896,1.1388
5318.0,1.13897,1.13883
5319.0,1.13898,1.13883
5320.0,1.13902,1.13888
5321.0,1.13919,1.13907
5322.0,1.13919,1.13902
5323.0,1.13932,1.13918
5324.0,1.1392,1.13905
5325.0,1.13929,1.13914
5326.0,1.13943,1.13929
5327.0,1.13946,1.13931
5328.0,1.13949,1.13934
5329.0,1.13952,1.13938
5330.0,1.13959,1.13943
5331.0,1.13977,1.13962
5332.0,1.1398,1.13964
5333.0,1.13978,1.13966
5334.0,1.13967,1.13953
5335.0,1.13958,1.13945
5336.0,1.13954,1.13941
5337.0,1.1399,1.13976
5338.0,1.13999,1.13983
5339.0,1.13977,1.13961
5340.0,1.13971,1.13956
5341.0,1.13968,1.13955
5342.0,1.13969,1.13954
5343.0,1.13967,1.13954
5344.0,1.13973,1.13959
5345.0,1.13975,1.13963
5346.0,1.13987,1.13971
5347.0,1.14001,1.13985
5348.0,1.14016,1.14001
5349.0,1.14022,1.14006
5350.0,1.14018,1.14003
5351.0,1.14014,1.13998
5352.0,1.14009,1.13994
5353.0,1.14021,1.14008
5354.0,1.14028,1.14014
5355.0,1.14032,1.14019
5356.0,1.14021,1.14006
5357.0,1.14009,1.13992
5358.0,1.14003,1.1399
5359.0,1.14002,1.13989
5360.0,1.13985,1.13971
5361.0,1.13976,1.13962
5362.0,1.13957,1.13942
5363.0,1.13957,1.13944
5364.0,1.13956,1.13942
5365.0,1.13958,1.13943
5366.0,1.13981,1.13966
5367.0,1.1399,1.13975
5368.0,1.13969,1.13953
5369.0,1.13942,1.13925
5370.0,1.1394,1.13925
5371.0,1.13965,1.13948
5372.0,1.13975,1.1396
5373.0,1.13977,1.13963
5374.0,1.13975,1.13962
5375.0,1.13963,1.13949
5376.0,1.14001,1.13984
5377.0,1.13996,1.13982
5378.0,1.14001,1.13987
5379.0,1.14018,1.14004
5380.0,1.14018,1.14006
5381.0,1.14036,1.14023
5382.0,1.14036,1.14022
5383.0,1.14048,1.14034
5384.0,1.14057,1.14041
5385.0,1.14036,1.1402
5386.0,1.14038,1.14024
5387.0,1.14025,1.14009
5388.0,1.14039,1.14025
5389.0,1.14036,1.1402
5390.0,1.14018,1.14003
5391.0,1.14007,1.13992
5392.0,1.14014,1.14
5393.0,1.13989,1.1397
5394.0,1.14,1.13987
5395.0,1.13984,1.13969
5396.0,1.13992,1.13977
5397.0,1.13976,1.13961
5398.0,1.13983,1.13967
5399.0,1.14013,1.13998
5400.0,1.14016,1.14001
5401.0,1.1403,1.14015
5402.0,1.14035,1.14021
5403.0,1.14041,1.14026
5404.0,1.14042,1.14029
5405.0,1.14058,1.14044
5406.0,1.14069,1.14054
5407.0,1.14058,1.14044
5408.0,1.14054,1.1404
5409.0,1.1406,1.14045
5410.0,1.1405,1.14036
5411.0,1.14058,1.14044
5412.0,1.14055,1.1404
5413.0,1.14058,1.14044
5414.0,1.14053,1.14039
5415.0,1.14036,1.14021
5416.0,1.14046,1.14031
5417.0,1.14036,1.14023
5418.0,1.14032,1.14014
5419.0,1.14044,1.14031
5420.0,1.14024,1.1401
5421.0,1.14029,1.14012
5422.0,1.14041,1.14026
5423.0,1.14034,1.1402
5424.0,1.14017,1.14
5425.0,1.13995,1.13982
5426.0,1.13995,1.13981
5427.0,1.14027,1.14011
5428.0,1.14042,1.14026
5429.0,1.14051,1.14036
5430.0,1.14063,1.14046
5431.0,1.14072,1.14057
5432.0,1.14065,1.14049
5433.0,1.1407,1.14056
5434.0,1.14073,1.1406
5435.0,1.14075,1.14061
5436.0,1.14077,1.14063
5437.0,1.14081,1.14067
5438.0,1.1408,1.14067
5439.0,1.14082,1.14067
5440.0,1.1409,1.14076
5441.0,1.14081,1.14067
5442.0,1.14087,1.14073
5443.0,1.1409,1.14076
5444.0,1.14086,1.14073
5445.0,1.14087,1.14071
5446.0,1.14108,1.14092
5447.0,1.1412,1.14108
5448.0,1.14108,1.14094
5449.0,1.14107,1.14094
5450.0,1.14095,1.14081
5451.0,1.14096,1.14081
5452.0,1.14076,1.14063
5453.0,1.14059,1.14045
5454.0,1.14073,1.14059
5455.0,1.14074,1.1406
5456.0,1.14068,1.14054
5457.0,1.14068,1.14054
5458.0,1.14077,1.14062
5459.0,1.14078,1.14064
5460.0,1.14072,1.14058
5461.0,1.1408,1.14064
5462.0,1.14092,1.14078
5463.0,1.14109,1.14093
5464.0,1.14112,1.14097
5465.0,1.14098,1.14085
5466.0,1.14093,1.14078
5467.0,1.14083,1.1407
5468.0,1.14091,1.14074
5469.0,1.14097,1.14082
5470.0,1.14089,1.14076
5471.0,1.14076,1.14061
5472.0,1.1408,1.14068
5473.0,1.14083,1.1407
5474.0,1.14076,1.14062
5475.0,1.14077,1.14065
5476.0,1.14078,1.14066
5477.0,1.14077,1.14065
5478.0,1.14075,1.14062
5479.0,1.14075,1.1406
5480.0,1.1407,1.14058
5481.0,1.14065,1.14055
5482.0,1.14032,1.14015
5483.0,1.14044,1.14031
5484.0,1.14051,1.14037
5485.0,1.14054,1.14041
5486.0,1.14037,1.14023
5487.0,1.14035,1.14022
5488.0,1.14036,1.14022
5489.0,1.14033,1.1402
5490.0,1.14033,1.14019
5491.0,1.14035,1.14022
5492.0,1.14033,1.14019
5493.0,1.14043,1.14029
5494.0,1.1405,1.14037
5495.0,1.14059,1.14044
5496.0,1.14063,1.14049
5497.0,1.14057,1.14045
5498.0,1.14064,1.14049
5499.0,1.14063,1.1405
5500.0,1.14063,1.14051
5501.0,1.14073,1.14059
5502.0,1.14068,1.14054
5503.0,1.14073,1.1406
5504.0,1.14078,1.14064
5505.0,1.14085,1.1407
5506.0,1.14086,1.14074
5507.0,1.14098,1.14084
5508.0,1.1409,1.14076
5509.0,1.14101,1.14088
5510.0,1.141,1.14087
5511.0,1.14103,1.14089
5512.0,1.141,1.14087
5513.0,1.14089,1.14076
5514.0,1.1409,1.14076
5515.0,1.14093,1.14078
5516.0,1.1409,1.14076
5517.0,1.1408,1.14065
5518.0,1.14079,1.14065
5519.0,1.14082,1.14068
5520.0,1.14079,1.14064
5521.0,1.14099,1.14083
5522.0,1.14092,1.14079
5523.0,1.14075,1.14061
5524.0,1.14083,1.1407
5525.0,1.14078,1.14065
5526.0,1.14072,1.14059
5527.0,1.14072,1.14057
5528.0,1.14061,1.14048
5529.0,1.14062,1.14049
5530.0,1.14071,1.14059
5531.0,1.14064,1.1405
5532.0,1.14055,1.14042
5533.0,1.14057,1.14042
5534.0,1.14054,1.1404
5535.0,1.14055,1.1404
5536.0,1.14042,1.14029
5537.0,1.14031,1.14019
5538.0,1.14024,1.1401
5539.0,1.14016,1.14003
5540.0,1.14004,1.1399
5541.0,1.13994,1.13979
5542.0,1.13992,1.13976
5543.0,1.13969,1.13953
5544.0,1.13962,1.1395
5545.0,1.13939,1.13928
5546.0,1.13954,1.1394
5547.0,1.13959,1.13945
5548.0,1.13952,1.13936
5549.0,1.1395,1.13935
5550.0,1.13949,1.13936
5551.0,1.13948,1.13935
5552.0,1.13957,1.13942
5553.0,1.13951,1.13938
5554.0,1.1395,1.13936
5555.0,1.13953,1.1394
5556.0,1.13952,1.13939
5557.0,1.13949,1.13937
5558.0,1.13949,1.13937
5559.0,1.13953,1.13942
5560.0,1.13968,1.13956
5561.0,1.13976,1.13962
5562.0,1.13967,1.13953
5563.0,1.13933,1.13916
5564.0,1.13935,1.13922
5565.0,1.1395,1.13936
5566.0,1.1395,1.13932
5567.0,1.13956,1.13942
5568.0,1.13953,1.13937
5569.0,1.13941,1.13927
5570.0,1.1395,1.13936
5571.0,1.1394,1.13926
5572.0,1.13937,1.13921
5573.0,1.13939,1.13926
5574.0,1.13948,1.13935
5575.0,1.13952,1.13938
5576.0,1.13964,1.13951
5577.0,1.13963,1.1395
5578.0,1.13961,1.13948
5579.0,1.13956,1.13941
5580.0,1.1396,1.13946
5581.0,1.13956,1.13942
5582.0,1.1396,1.13947
5583.0,1.13965,1.13951
5584.0,1.13953,1.1394
5585.0,1.13959,1.13946
5586.0,1.13937,1.13923
5587.0,1.13927,1.13913
5588.0,1.1392,1.13907
5589.0,1.13914,1.139
5590.0,1.1393,1.13914
5591.0,1.13932,1.13919
5592.0,1.13919,1.13906
5593.0,1.13914,1.13902
5594.0,1.13926,1.13911
5595.0,1.1393,1.13917
5596.0,1.13918,1.13904
5597.0,1.13916,1.13902
5598.0,1.13912,1.13899
5599.0,1.13897,1.13885
5600.0,1.13887,1.13874
5601.0,1.13881,1.13868
5602.0,1.13862,1.13844
5603.0,1.13869,1.13853
5604.0,1.13865,1.13851
5605.0,1.13863,1.13848
5606.0,1.1385,1.13835
5607.0,1.13836,1.13821
5608.0,1.13855,1.13841
5609.0,1.13853,1.13839
5610.0,1.13844,1.13828
5611.0,1.13833,1.1382
5612.0,1.13832,1.13817
5613.0,1.13829,1.13814
5614.0,1.13814,1.13799
5615.0,1.13812,1.13797
5616.0,1.13795,1.13781
5617.0,1.13799,1.13783
5618.0,1.13799,1.13784
5619.0,1.13778,1.13762
5620.0,1.13782,1.13767
5621.0,1.13804,1.1379
5622.0,1.13792,1.13778
5623.0,1.13792,1.13775
5624.0,1.13768,1.13754
5625.0,1.13756,1.1374
5626.0,1.13777,1.13761
5627.0,1.13775,1.1376
5628.0,1.13766,1.13751
5629.0,1.13783,1.13768
5630.0,1.1378,1.13767
5631.0,1.13804,1.13792
5632.0,1.13799,1.13785
5633.0,1.13805,1.13792
5634.0,1.13813,1.13798
5635.0,1.13817,1.13803
5636.0,1.13812,1.13799
5637.0,1.13809,1.13794
5638.0,1.13823,1.13809
5639.0,1.13827,1.13813
5640.0,1.13836,1.13823
5641.0,1.13836,1.13823
5642.0,1.13844,1.13829
5643.0,1.13858,1.13843
5644.0,1.13845,1.13829
5645.0,1.13846,1.13832
5646.0,1.13843,1.13828
5647.0,1.13829,1.13814
5648.0,1.13815,1.13802
5649.0,1.1379,1.13759
5650.0,1.13762,1.13748
5651.0,1.13791,1.13776
5652.0,1.13786,1.13772
5653.0,1.13798,1.13783
5654.0,1.13802,1.13788
5655.0,1.1379,1.13775
5656.0,1.13803,1.13789
5657.0,1.13795,1.13779
5658.0,1.13788,1.13774
5659.0,1.13795,1.13781
5660.0,1.13802,1.13788
5661.0,1.13801,1.13786
5662.0,1.13807,1.13793
5663.0,1.13805,1.13792
5664.0,1.13808,1.13793
5665.0,1.13809,1.13795
5666.0,1.13809,1.13794
5667.0,1.13815,1.138
5668.0,1.1381,1.13795
5669.0,1.13807,1.13793
5670.0,1.13826,1.13811
5671.0,1.13822,1.13808
5672.0,1.13822,1.13807
5673.0,1.13822,1.13808
5674.0,1.1383,1.13816
5675.0,1.13828,1.13816
5676.0,1.13824,1.1381
5677.0,1.13827,1.13813
5678.0,1.13825,1.1381
5679.0,1.13816,1.13802
5680.0,1.13824,1.1381
5681.0,1.13824,1.13811
5682.0,1.13802,1.13791
5683.0,1.13826,1.13814
5684.0,1.13833,1.13818
5685.0,1.13828,1.13814
5686.0,1.1384,1.13823
5687.0,1.13819,1.13805
5688.0,1.1381,1.13796
5689.0,1.13808,1.13796
5690.0,1.13817,1.13804
5691.0,1.13809,1.13794
5692.0,1.13804,1.1379
5693.0,1.13809,1.13796
5694.0,1.13806,1.13792
5695.0,1.13804,1.1379
5696.0,1.13805,1.13787
5697.0,1.13799,1.13785
5698.0,1.13791,1.13778
5699.0,1.13797,1.13784
5700.0,1.13792,1.13776
5701.0,1.13791,1.13778
5702.0,1.1379,1.13776
5703.0,1.13787,1.13773
5704.0,1.13781,1.13768
5705.0,1.13784,1.1377
5706.0,1.1378,1.13764
5707.0,1.13774,1.13761
5708.0,1.13781,1.13767
