x,hi,low
2457.0,1.13876,1.13861
2458.0,1.13872,1.13857
2459.0,1.13866,1.13853
2460.0,1.13859,1.13847
2461.0,1.13852,1.13839
2462.0,1.13859,1.13844
2463.0,1.13861,1.13848
2464.0,1.1386,1.13847
2465.0,1.13863,1.13849
2466.0,1.13861,1.13847
2467.0,1.13862,1.1385
2468.0,1.1386,1.13847
2469.0,1.1386,1.13847
2470.0,1.13868,1.13854
2471.0,1.13865,1.13851
2472.0,1.13868,1.13855
2473.0,1.13876,1.13863
2474.0,1.13877,1.13863
2475.0,1.13878,1.13862
2476.0,1.13874,1.1386
2477.0,1.13874,1.1386
2478.0,1.1388,1.13864
2479.0,1.13881,1.13868
2480.0,1.13875,1.13862
2481.0,1.13877,1.13864
2482.0,1.13883,1.13868
2483.0,1.13878,1.13863
2484.0,1.1388,1.13867
2485.0,1.13879,1.13865
2486.0,1.13882,1.13868
2487.0,1.1388,1.13867
2488.0,1.13883,1.1387
2489.0,1.13873,1.13859
2490.0,1.1387,1.13856
2491.0,1.13873,1.13859
2492.0,1.13871,1.13856
2493.0,1.1386,1.13848
2494.0,1.13864,1.13852
2495.0,1.13862,1.13848
2496.0,1.13862,1.13848
2497.0,1.13864,1.13851
2498.0,1.13865,1.13851
2499.0,1.13861,1.13847
2500.0,1.13861,1.13847
2501.0,1.13864,1.1385
2502.0,1.13861,1.13848
2503.0,1.13864,1.13851
2504.0,1.13861,1.13848
2505.0,1.13856,1.13842
2506.0,1.13853,1.13839
2507.0,1.13856,1.13843
2508.0,1.13865,1.13853
2509.0,1.13863,1.1385
2510.0,1.1386,1.13848
2511.0,1.13863,1.13852
2512.0,1.13863,1.13851
2513.0,1.13862,1.13848
2514.0,1.13867,1.13852
2515.0,1.13861,1.13848
2516.0,1.13858,1.13843
2517.0,1.13857,1.13844
2518.0,1.13852,1.13839
2519.0,1.13845,1.13833
2520.0,1.13848,1.13835
2521.0,1.13845,1.13831
2522.0,1.13845,1.13832
2523.0,1.13851,1.13837
2524.0,1.13854,1.13841
2525.0,1.13852,1.13839
2526.0,1.13843,1.1383
2527.0,1.13864,1.1385
2528.0,1.13861,1.13847
2529.0,1.13846,1.13832
2530.0,1.13842,1.13828
2531.0,1.13839,1.13826
2532.0,1.13838,1.13825
2533.0,1.13835,1.13822
2534.0,1.13833,1.13819
2535.0,1.13837,1.13825
2536.0,1.13833,1.13819
2537.0,1.13831,1.13817
2538.0,1.13823,1.13808
2539.0,1.13819,1.13805
2540.0,1.1381,1.13795
2541.0,1.13801,1.13785
2542.0,1.13799,1.13785
2543.0,1.13804,1.13791
2544.0,1.138,1.13786
2545.0,1.13787,1.13773
2546.0,1.1379,1.13776
2547.0,1.13773,1.13758
2548.0,1.13771,1.13757
2549.0,1.13775,1.1376
2550.0,1.13782,1.13769
2551.0,1.13783,1.13767
2552.0,1.13786,1.13773
2553.0,1.13783,1.13768
2554.0,1.1378,1.13768
2555.0,1.13795,1.13781
2556.0,1.13797,1.13783
2557.0,1.138,1.13787
2558.0,1.13808,1.13794
2559.0,1.13796,1.13781
2560.0,1.13791,1.13777
2561.0,1.13802,1.13788
2562.0,1.1379,1.13776
2563.0,1.13791,1.13776
2564.0,1.13794,1.1378
2565.0,1.13795,1.13781
2566.0,1.13785,1.1377
2567.0,1.13779,1.13766
2568.0,1.1379,1.13775
2569.0,1.13792,1.13775
2570.0,1.138,1.13785
2571.0,1.13802,1.13787
2572.0,1.13797,1.13783
2573.0,1.13788,1.13777
2574.0,1.13793,1.13779
2575.0,1.13791,1.13778
2576.0,1.13778,1.13766
2577.0,1.13778,1.13764
2578.0,1.13782,1.13767
2579.0,1.13783,1.13771
2580.0,1.1379,1.13777
2581.0,1.13784,1.13771
2582.0,1.13781,1.13768
2583.0,1.13778,1.13765
2584.0,1.13776,1.13763
2585.0,1.13781,1.13767
2586.0,1.1379,1.13776
2587.0,1.13786,1.13772
2588.0,1.13794,1.1378
2589.0,1.13793,1.13778
2590.0,1.13796,1.13782
2591.0,1.13796,1.13781
2592.0,1.13803,1.13788
2593.0,1.13802,1.13787
2594.0,1.13805,1.1379
2595.0,1.13796,1.13779
2596.0,1.138,1.13785
2597.0,1.13792,1.13778
2598.0,1.1379,1.13774
2599.0,1.13791,1.13775
2600.0,1.13794,1.1378
2601.0,1.13778,1.13764
2602.0,1.13776,1.13761
2603.0,1.13776,1.13763
2604.0,1.13775,1.13759
2605.0,1.13771,1.13758
2606.0,1.1377,1.13758
2607.0,1.13768,1.13754
2608.0,1.13763,1.13747
2609.0,1.13756,1.13744
2610.0,1.13753,1.1374
2611.0,1.13751,1.13738
2612.0,1.13749,1.13734
2613.0,1.13748,1.13733
2614.0,1.13766,1.13749
2615.0,1.13753,1.13736
2616.0,1.13749,1.13732
2617.0,1.13752,1.13736
2618.0,1.13747,1.13731
2619.0,1.13742,1.13727
2620.0,1.1375,1.13735
2621.0,1.13762,1.13748
2622.0,1.13757,1.13742
2623.0,1.1376,1.13746
2624.0,1.13755,1.1374
2625.0,1.13753,1.13737
2626.0,1.1376,1.13745
2627.0,1.13766,1.13753
2628.0,1.13763,1.13751
2629.0,1.13773,1.13758
2630.0,1.1377,1.13756
2631.0,1.13768,1.13754
2632.0,1.13766,1.13752
2633.0,1.13765,1.13753
2634.0,1.13763,1.1375
2635.0,1.13758,1.13744
2636.0,1.13771,1.13756
2637.0,1.13773,1.13757
2638.0,1.13766,1.13752
2639.0,1.13769,1.13755
2640.0,1.13773,1.13758
2641.0,1.13777,1.13761
2642.0,1.13779,1.13762
2643.0,1.13767,1.13751
2644.0,1.13768,1.13753
2645.0,1.13782,1.13769
2646.0,1.13786,1.13774
2647.0,1.138,1.13787
2648.0,1.13805,1.13791
2649.0,1.13793,1.13778
2650.0,1.13796,1.13782
2651.0,1.13794,1.1378
2652.0,1.13797,1.13783
2653.0,1.13803,1.13787
2654.0,1.13795,1.13782
2655.0,1.13793,1.13779
2656.0,1.13787,1.13774
2657.0,1.138,1.13786
2658.0,1.13802,1.13789
2659.0,1.13803,1.13789
2660.0,1.138,1.13786
2661.0,1.13805,1.13789
2662.0,1.138,1.13786
2663.0,1.13804,1.13788
2664.0,1.13797,1.13781
2665.0,1.13803,1.13784
2666.0,1.13799,1.1378
2667.0,1.13799,1.13784
2668.0,1.13796,1.13782
2669.0,1.13787,1.13771
2670.0,1.13805,1.13789
2671.0,1.13796,1.13782
2672.0,1.13799,1.13785
2673.0,1.13794,1.13779
2674.0,1.13807,1.1379
2675.0,1.13803,1.13792
2676.0,1.138,1.13785
2677.0,1.13796,1.13778
2678.0,1.13793,1.13778
2679.0,1.13802,1.13787
2680.0,1.13806,1.13791
2681.0,1.13801,1.13788
2682.0,1.13795,1.1378
2683.0,1.13792,1.13778
2684.0,1.13794,1.13782
2685.0,1.13795,1.13783
2686.0,1.13808,1.13794
2687.0,1.13808,1.13792
2688.0,1.13807,1.13794
2689.0,1.13803,1.13789
2690.0,1.13801,1.13785
2691.0,1.13795,1.13781
2692.0,1.13799,1.13783
2693.0,1.13794,1.1378
2694.0,1.13804,1.13792
2695.0,1.13814,1.13801
2696.0,1.13809,1.13794
2697.0,1.13814,1.138
2698.0,1.1382,1.13806
2699.0,1.13826,1.13812
2700.0,1.13827,1.13814
2701.0,1.13817,1.13803
2702.0,1.13819,1.13806
2703.0,1.13826,1.13813
2704.0,1.13823,1.13809
2705.0,1.13825,1.13811
2706.0,1.13825,1.13812
2707.0,1.1383,1.13817
2708.0,1.13831,1.13818
2709.0,1.13826,1.13812
2710.0,1.1383,1.13814
2711.0,1.13835,1.13816
2712.0,1.13837,1.1382
2713.0,1.13832,1.13814
2714.0,1.13831,1.13817
2715.0,1.13841,1.13823
2716.0,1.13854,1.13839
2717.0,1.13853,1.1384
2718.0,1.13862,1.13847
2719.0,1.13854,1.1384
2720.0,1.13861,1.13848
2721.0,1.13864,1.1385
2722.0,1.13873,1.13861
2723.0,1.1387,1.13859
2724.0,1.13864,1.13851
2725.0,1.13868,1.13854
2726.0,1.13873,1.13859
2727.0,1.13862,1.13849
2728.0,1.1387,1.13857
2729.0,1.13869,1.13856
2730.0,1.13875,1.13861
2731.0,1.13879,1.13866
2732.0,1.1388,1.13867
2733.0,1.1388,1.13867
2734.0,1.13882,1.13868
2735.0,1.13882,1.13868
2736.0,1.13877,1.13862
2737.0,1.13873,1.1386
2738.0,1.13885,1.1387
2739.0,1.13888,1.13875
2740.0,1.13884,1.13871
2741.0,1.13892,1.13878
2742.0,1.13899,1.13885
2743.0,1.13902,1.13888
2744.0,1.139,1.13886
2745.0,1.13901,1.13887
2746.0,1.13891,1.13876
2747.0,1.13893,1.13878
2748.0,1.13899,1.13885
2749.0,1.13898,1.13885
2750.0,1.13887,1.13873
2751.0,1.1389,1.13877
2752.0,1.1388,1.13868
2753.0,1.1387,1.13855
2754.0,1.13855,1.13841
2755.0,1.1386,1.13845
2756.0,1.13871,1.13856
2757.0,1.13865,1.13852
2758.0,1.13869,1.13856
2759.0,1.13861,1.13848
2760.0,1.13867,1.13853
2761.0,1.13866,1.13853
2762.0,1.13869,1.13855
2763.0,1.1386,1.13847
2764.0,1.13863,1.13851
2765.0,1.13869,1.13856
2766.0,1.13861,1.13849
2767.0,1.13866,1.13853
2768.0,1.13876,1.13862
2769.0,1.13877,1.13862
2770.0,1.13875,1.13861
2771.0,1.13873,1.1386
2772.0,1.13877,1.13863
2773.0,1.13875,1.13861
2774.0,1.13866,1.13851
2775.0,1.13862,1.13846
2776.0,1.13861,1.13847
2777.0,1.13861,1.13847
2778.0,1.1387,1.13856
2779.0,1.13863,1.13848
2780.0,1.13876,1.13863
2781.0,1.13881,1.13867
2782.0,1.13881,1.13869
2783.0,1.13887,1.13873
2784.0,1.13887,1.13874
2785.0,1.13871,1.13855
2786.0,1.13875,1.1386
2787.0,1.13874,1.1386
2788.0,1.13876,1.13862
2789.0,1.13869,1.13855
2790.0,1.13866,1.13852
2791.0,1.13863,1.1385
2792.0,1.13874,1.13859
2793.0,1.13881,1.13866
2794.0,1.13871,1.13856
2795.0,1.13865,1.13851
2796.0,1.13863,1.13848
2797.0,1.13869,1.13857
2798.0,1.13867,1.13852
2799.0,1.13865,1.1385
2800.0,1.13865,1.13851
2801.0,1.13859,1.13845
2802.0,1.13862,1.13848
2803.0,1.13869,1.13855
2804.0,1.13874,1.13858
2805.0,1.13871,1.13857
2806.0,1.13864,1.1385
2807.0,1.13862,1.13846
2808.0,1.13862,1.13848
2809.0,1.13875,1.13861
2810.0,1.13876,1.13862
2811.0,1.13873,1.13859
2812.0,1.13882,1.13869
2813.0,1.1388,1.13867
2814.0,1.13877,1.13863
2815.0,1.13873,1.13859
2816.0,1.1387,1.13857
2817.0,1.13876,1.13862
2818.0,1.13879,1.13865
2819.0,1.13873,1.13859
2820.0,1.13876,1.13862
2821.0,1.13873,1.13861
2822.0,1.13876,1.13863
2823.0,1.1388,1.13866
2824.0,1.13882,1.13869
2825.0,1.13885,1.13872
2826.0,1.13881,1.13866
2827.0,1.13884,1.1387
2828.0,1.13887,1.13874
2829.0,1.13883,1.13869
2830.0,1.13885,1.13872
2831.0,1.13881,1.13869
2832.0,1.13884,1.13872
2833.0,1.13882,1.1387
2834.0,1.1388,1.13868
2835.0,1.13881,1.13868
2836.0,1.13888,1.13872
2837.0,1.13886,1.13872
2838.0,1.13882,1.13866
2839.0,1.13887,1.13873
2840.0,1.13891,1.13877
2841.0,1.13895,1.13881
2842.0,1.139,1.13885
2843.0,1.13895,1.13879
2844.0,1.13895,1.13881
2845.0,1.1389,1.13876
2846.0,1.13889,1.13876
2847.0,1.13892,1.13878
2848.0,1.13892,1.13879
2849.0,1.13895,1.13881
2850.0,1.13897,1.13882
2851.0,1.13893,1.13879
2852.0,1.13896,1.13882
2853.0,1.13901,1.13887
2854.0,1.13904,1.13891
2855.0,1.13898,1.13885
2856.0,1.13895,1.13882
2857.0,1.13899,1.13885
2858.0,1.13901,1.13888
2859.0,1.139,1.13887
2860.0,1.13909,1.13897
2861.0,1.13919,1.13906
2862.0,1.13923,1.13909
2863.0,1.13925,1.13911
2864.0,1.13922,1.13909
2865.0,1.13928,1.13916
2866.0,1.13929,1.13917
2867.0,1.13927,1.13912
2868.0,1.13934,1.1392
2869.0,1.1394,1.13926
2870.0,1.13939,1.13925
2871.0,1.13937,1.13923
2872.0,1.13941,1.13928
2873.0,1.13941,1.13927
2874.0,1.13937,1.13924
2875.0,1.13933,1.13919
2876.0,1.13935,1.13921
2877.0,1.13933,1.13919
2878.0,1.13923,1.1391
2879.0,1.13921,1.13907
2880.0,1.13924,1.13911
2881.0,1.13922,1.13909
2882.0,1.13919,1.13906
2883.0,1.13921,1.13908
2884.0,1.13922,1.1391
2885.0,1.13912,1.13899
2886.0,1.1391,1.13896
2887.0,1.13913,1.13899
2888.0,1.13911,1.13896
2889.0,1.13921,1.13909
2890.0,1.13913,1.13898
2891.0,1.13918,1.13906
2892.0,1.13924,1.13911
2893.0,1.13925,1.1391
2894.0,1.13928,1.13913
2895.0,1.13926,1.13913
2896.0,1.13933,1.13919
2897.0,1.13937,1.13922
2898.0,1.13939,1.13925
2899.0,1.13951,1.13938
2900.0,1.13946,1.13932
2901.0,1.13941,1.13926
2902.0,1.13935,1.13922
2903.0,1.13943,1.13928
2904.0,1.13947,1.13933
2905.0,1.13952,1.13939
2906.0,1.13958,1.13943
2907.0,1.13946,1.13932
2908.0,1.13945,1.13932
2909.0,1.13947,1.13935
2910.0,1.13957,1.13942
2911.0,1.13956,1.13941
2912.0,1.13955,1.13939
2913.0,1.13956,1.13943
2914.0,1.13955,1.13941
2915.0,1.13956,1.13943
2916.0,1.13964,1.13948
2917.0,1.1396,1.13947
2918.0,1.13962,1.13949
2919.0,1.13967,1.13952
2920.0,1.13963,1.1395
2921.0,1.13958,1.13946
2922.0,1.13962,1.13949
2923.0,1.1396,1.13946
2924.0,1.13958,1.13943
2925.0,1.13961,1.13947
2926.0,1.13965,1.13951
2927.0,1.13967,1.13952
2928.0,1.13972,1.13959
2929.0,1.13972,1.13957
2930.0,1.13974,1.1396
2931.0,1.13961,1.13947
2932.0,1.13952,1.13939
2933.0,1.13963,1.13949
2934.0,1.13966,1.13953
2935.0,1.13964,1.13952
2936.0,1.13964,1.1395
2937.0,1.1396,1.13947
2938.0,1.13954,1.13941
2939.0,1.13958,1.13945
2940.0,1.13958,1.13944
2941.0,1.13961,1.13947
2942.0,1.13964,1.13951
2943.0,1.13957,1.13943
2944.0,1.13941,1.13929
2945.0,1.13939,1.13926
2946.0,1.13942,1.13928
2947.0,1.1395,1.13936
2948.0,1.13929,1.13914
2949.0,1.13938,1.13924
2950.0,1.1393,1.13916
2951.0,1.13929,1.13914
2952.0,1.13925,1.13913
2953.0,1.1393,1.13915
2954.0,1.13931,1.13919
2955.0,1.13922,1.13907
2956.0,1.13943,1.1393
2957.0,1.13946,1.1393
2958.0,1.13952,1.13934
2959.0,1.1395,1.13936
2960.0,1.13958,1.13941
2961.0,1.13953,1.1394
2962.0,1.13951,1.13939
2963.0,1.13942,1.13925
2964.0,1.13943,1.1393
2965.0,1.1394,1.13927
2966.0,1.1394,1.13926
2967.0,1.13929,1.13915
2968.0,1.13929,1.13918
2969.0,1.13927,1.13913
2970.0,1.13933,1.1392
2971.0,1.13926,1.13915
2972.0,1.13932,1.1392
2973.0,1.1394,1.13927
2974.0,1.13931,1.13917
2975.0,1.13933,1.1392
2976.0,1.1394,1.13926
2977.0,1.13938,1.13925
2978.0,1.13931,1.13918
2979.0,1.13933,1.1392
2980.0,1.13936,1.13922
2981.0,1.13945,1.13932
2982.0,1.13948,1.13934
2983.0,1.13942,1.13928
2984.0,1.13947,1.13931
2985.0,1.1395,1.13936
2986.0,1.13949,1.13936
2987.0,1.13945,1.13929
2988.0,1.13957,1.13943
2989.0,1.13949,1.13933
2990.0,1.1395,1.13936
2991.0,1.13951,1.13937
2992.0,1.13956,1.13941
2993.0,1.13953,1.13939
2994.0,1.13945,1.13931
2995.0,1.13945,1.13931
2996.0,1.13946,1.13933
2997.0,1.13938,1.13924
2998.0,1.13933,1.13919
2999.0,1.13931,1.13916
3000.0,1.13934,1.1392
3001.0,1.13933,1.13919
3002.0,1.13938,1.13925
3003.0,1.13935,1.13922
3004.0,1.13938,1.13925
3005.0,1.13935,1.13922
3006.0,1.13933,1.1392
3007.0,1.13926,1.13913
3008.0,1.13934,1.13917
3009.0,1.13935,1.13922
3010.0,1.13937,1.13922
3011.0,1.13933,1.1392
3012.0,1.13939,1.13926
3013.0,1.13934,1.13921
3014.0,1.13931,1.13918
3015.0,1.13935,1.1392
3016.0,1.13932,1.13918
3017.0,1.13925,1.13912
3018.0,1.13921,1.13909
3019.0,1.13924,1.13911
3020.0,1.13928,1.13914
3021.0,1.13927,1.13912
3022.0,1.13926,1.13913
3023.0,1.13923,1.13909
3024.0,1.1392,1.13907
3025.0,1.13931,1.13918
3026.0,1.13941,1.13928
3027.0,1.13952,1.13938
3028.0,1.13943,1.1393
3029.0,1.13944,1.1393
3030.0,1.13939,1.13927
3031.0,1.13945,1.13932
3032.0,1.13947,1.13934
3033.0,1.13945,1.13933
3034.0,1.13935,1.13922
3035.0,1.13933,1.1392
3036.0,1.1393,1.13917
3037.0,1.13926,1.13914
3038.0,1.13924,1.1391
3039.0,1.13927,1.13914
3040.0,1.13926,1.13912
3041.0,1.13923,1.13908
3042.0,1.13931,1.13918
3043.0,1.13927,1.13912
3044.0,1.13932,1.13919
3045.0,1.13934,1.13921
3046.0,1.13927,1.13914
3047.0,1.1393,1.13915
3048.0,1.1393,1.13917
3049.0,1.13929,1.13917
3050.0,1.13923,1.13908
3051.0,1.13926,1.13913
3052.0,1.13926,1.13912
3053.0,1.13924,1.13911
3054.0,1.13927,1.13913
3055.0,1.13923,1.1391
3056.0,1.13922,1.13909
3057.0,1.13927,1.13911
3058.0,1.13917,1.13903
3059.0,1.13916,1.13904
3060.0,1.13911,1.13899
3061.0,1.13914,1.13901
3062.0,1.13911,1.13898
3063.0,1.13911,1.13896
3064.0,1.13918,1.13903
3065.0,1.13898,1.13884
3066.0,1.13899,1.13887
3067.0,1.1391,1.13897
3068.0,1.13906,1.13893
3069.0,1.13896,1.13882
3070.0,1.13893,1.13878
3071.0,1.13899,1.13885
3072.0,1.13902,1.13888
3073.0,1.13904,1.13889
3074.0,1.13898,1.13884
3075.0,1.139,1.13887
3076.0,1.13906,1.13891
3077.0,1.13903,1.1389
3078.0,1.13905,1.13893
3079.0,1.13903,1.1389
3080.0,1.13898,1.13884
3081.0,1.13896,1.13882
3082.0,1.13898,1.13884
3083.0,1.13897,1.13883
3084.0,1.13908,1.13894
3085.0,1.13912,1.13898
3086.0,1.13921,1.13906
3087.0,1.13917,1.13903
3088.0,1.13911,1.13896
3089.0,1.13903,1.13889
3090.0,1.13911,1.13898
3091.0,1.13913,1.13899
3092.0,1.13903,1.13889
3093.0,1.139,1.13886
3094.0,1.13907,1.13895
3095.0,1.13922,1.13907
3096.0,1.13936,1.1392
3097.0,1.13936,1.13925
3098.0,1.13932,1.13919
3099.0,1.13923,1.13909
3100.0,1.1393,1.13917
3101.0,1.13931,1.13917
3102.0,1.13942,1.13926
3103.0,1.13962,1.13949
3104.0,1.13958,1.13943
3105.0,1.13968,1.13954
3106.0,1.13972,1.13957
3107.0,1.13981,1.13966
3108.0,1.13984,1.1397
3109.0,1.13988,1.13973
3110.0,1.13998,1.13983
3111.0,1.14002,1.13987
3112.0,1.13994,1.13981
3113.0,1.13995,1.13981
3114.0,1.13997,1.13984
3115.0,1.14003,1.13988
3116.0,1.13995,1.13981
3117.0,1.14001,1.13988
3118.0,1.14011,1.13996
3119.0,1.14011,1.13997
3120.0,1.14014,1.13998
3121.0,1.14006,1.13993
3122.0,1.14009,1.13993
3123.0,1.14018,1.14003
3124.0,1.14007,1.13994
3125.0,1.14008,1.13994
3126.0,1.13997,1.13985
3127.0,1.14004,1.13991
3128.0,1.14006,1.13993
3129.0,1.13994,1.13981
3130.0,1.14007,1.13994
3131.0,1.14006,1.13991
3132.0,1.14005,1.13991
3133.0,1.13993,1.1398
3134.0,1.13996,1.13983
3135.0,1.13999,1.13986
3136.0,1.14003,1.13988
3137.0,1.14003,1.13988
3138.0,1.13995,1.13983
3139.0,1.14004,1.13987
3140.0,1.13998,1.13985
3141.0,1.13995,1.13981
3142.0,1.13991,1.13978
3143.0,1.13994,1.13979
3144.0,1.1399,1.13976
3145.0,1.14,1.13986
3146.0,1.14007,1.13993
3147.0,1.13998,1.13982
3148.0,1.13996,1.13983
3149.0,1.14,1.13987
3150.0,1.14003,1.13989
3151.0,1.14001,1.13988
3152.0,1.14,1.13987
3153.0,1.14003,1.13991
3154.0,1.13997,1.13983
3155.0,1.13995,1.13978
3156.0,1.13997,1.13984
3157.0,1.13991,1.13978
3158.0,1.13994,1.13982
3159.0,1.13991,1.13979
3160.0,1.13993,1.13981
3161.0,1.14003,1.1399
3162.0,1.14001,1.13988
3163.0,1.13997,1.13984
3164.0,1.13994,1.13982
3165.0,1.14002,1.13989
3166.0,1.14006,1.13992
3167.0,1.14003,1.13991
3168.0,1.14009,1.13996
3169.0,1.14009,1.13995
3170.0,1.14006,1.13993
3171.0,1.14002,1.1399
3172.0,1.14004,1.1399
3173.0,1.14003,1.1399
3174.0,1.14,1.13987
3175.0,1.13997,1.13983
3176.0,1.13996,1.13981
3177.0,1.14002,1.13986
3178.0,1.13997,1.13982
3179.0,1.13999,1.13983
3180.0,1.13988,1.13974
3181.0,1.13992,1.13978
3182.0,1.1399,1.13975
3183.0,1.13996,1.13983
3184.0,1.14007,1.13993
3185.0,1.14005,1.13991
3186.0,1.14009,1.13996
3187.0,1.14011,1.13997
3188.0,1.14012,1.14
3189.0,1.14011,1.13997
3190.0,1.14014,1.14001
3191.0,1.14022,1.14009
3192.0,1.14011,1.13997
3193.0,1.14007,1.13994
3194.0,1.14013,1.13999
3195.0,1.1401,1.13997
3196.0,1.13991,1.13979
3197.0,1.13994,1.13982
3198.0,1.13999,1.13985
3199.0,1.13985,1.13971
3200.0,1.13984,1.13969
3201.0,1.13982,1.13967
3202.0,1.13978,1.13964
3203.0,1.13983,1.13968
3204.0,1.1398,1.13967
3205.0,1.13977,1.13963
3206.0,1.13976,1.13961
3207.0,1.13982,1.13968
3208.0,1.1398,1.13966
3209.0,1.13982,1.1397
3210.0,1.13982,1.13967
3211.0,1.13987,1.1397
3212.0,1.14002,1.13987
3213.0,1.14006,1.13989
3214.0,1.14006,1.13988
3215.0,1.14017,1.13999
3216.0,1.13999,1.13981
3217.0,1.13997,1.13981
3218.0,1.13994,1.13977
3219.0,1.13987,1.13974
3220.0,1.1398,1.13964
3221.0,1.13981,1.13966
3222.0,1.13982,1.13969
3223.0,1.13986,1.13973
3224.0,1.13981,1.13968
3225.0,1.13979,1.13963
3226.0,1.13972,1.13959
3227.0,1.13964,1.13949
3228.0,1.13956,1.13942
3229.0,1.13955,1.13942
3230.0,1.13952,1.13939
3231.0,1.13955,1.13941
3232.0,1.1396,1.13948
3233.0,1.13957,1.13943
3234.0,1.13955,1.1394
3235.0,1.13958,1.13943
3236.0,1.13958,1.13943
3237.0,1.13955,1.13941
3238.0,1.13952,1.13939
3239.0,1.13956,1.13942
3240.0,1.13953,1.13941
3241.0,1.13958,1.13945
3242.0,1.13961,1.13948
3243.0,1.13956,1.13942
3244.0,1.1396,1.13947
3245.0,1.13957,1.13944
3246.0,1.13961,1.13947
3247.0,1.13964,1.13951
3248.0,1.13961,1.13949
3249.0,1.13955,1.13942
3250.0,1.13959,1.13947
3251.0,1.13956,1.13942
3252.0,1.1394,1.13926
3253.0,1.13936,1.13921
3254.0,1.1393,1.13918
3255.0,1.13935,1.13921
3256.0,1.13947,1.13933
3257.0,1.13942,1.13928
3258.0,1.13939,1.13926
3259.0,1.13943,1.13929
3260.0,1.13945,1.13933
3261.0,1.13945,1.13931
3262.0,1.13938,1.13925
3263.0,1.13937,1.13923
3264.0,1.13933,1.13919
3265.0,1.13932,1.13919
3266.0,1.13934,1.13922
3267.0,1.13941,1.13929
3268.0,1.13935,1.13922
3269.0,1.1392,1.13907
3270.0,1.13927,1.13914
3271.0,1.1393,1.13917
3272.0,1.13922,1.13909
3273.0,1.13916,1.13904
3274.0,1.13925,1.1391
3275.0,1.13922,1.13909
3276.0,1.13926,1.13911
3277.0,1.13911,1.13898
3278.0,1.13918,1.13903
3279.0,1.1392,1.13906
3280.0,1.13918,1.13903
3281.0,1.13921,1.13906
3282.0,1.13922,1.1391
3283.0,1.13929,1.13915
3284.0,1.13931,1.13917
3285.0,1.13934,1.13921
3286.0,1.13936,1.13924
3287.0,1.13936,1.13923
3288.0,1.13939,1.13926
3289.0,1.13939,1.13926
3290.0,1.13937,1.13923
3291.0,1.1394,1.13927
3292.0,1.13944,1.1393
3293.0,1.13947,1.13934
3294.0,1.13952,1.13939
3295.0,1.13943,1.1393
3296.0,1.13939,1.13927
3297.0,1.13943,1.1393
3298.0,1.1394,1.13926
3299.0,1.13936,1.13922
3300.0,1.13931,1.13917
3301.0,1.13925,1.13911
3302.0,1.13926,1.13913
3303.0,1.13922,1.13909
3304.0,1.13925,1.13911
3305.0,1.13925,1.13911
3306.0,1.13925,1.13912
3307.0,1.13933,1.13918
3308.0,1.13931,1.13918
3309.0,1.13933,1.1392
3310.0,1.1393,1.13918
3311.0,1.13942,1.13929
3312.0,1.13948,1.13934
3313.0,1.13951,1.13939
3314.0,1.13951,1.13938
3315.0,1.13955,1.13941
3316.0,1.13954,1.13941
3317.0,1.13962,1.13949
3318.0,1.13966,1.13952
3319.0,1.13964,1.1395
3320.0,1.13966,1.13953
3321.0,1.13967,1.13954
3322.0,1.1397,1.13957
3323.0,1.13969,1.13955
3324.0,1.13972,1.13959
3325.0,1.13964,1.13951
3326.0,1.13975,1.1396
3327.0,1.13973,1.1396
3328.0,1.13973,1.1396
3329.0,1.13973,1.13958
3330.0,1.13968,1.13956
3331.0,1.13965,1.13952
3332.0,1.13956,1.13942
3333.0,1.13961,1.13948
3334.0,1.13972,1.13959
3335.0,1.13971,1.13959
3336.0,1.13974,1.13961
3337.0,1.13973,1.13961
3338.0,1.13975,1.13962
3339.0,1.13973,1.13961
3340.0,1.13976,1.13962
3341.0,1.1398,1.13967
3342.0,1.13984,1.13972
3343.0,1.13994,1.13981
3344.0,1.13991,1.13977
3345.0,1.13995,1.13982
3346.0,1.13986,1.13972
3347.0,1.13982,1.13969
3348.0,1.13975,1.13961
3349.0,1.1397,1.13957
3350.0,1.13983,1.1397
3351.0,1.13981,1.13965
3352.0,1.13993,1.13978
3353.0,1.13995,1.13981
3354.0,1.13997,1.13983
3355.0,1.13993,1.1398
3356.0,1.13992,1.13978
3357.0,1.13994,1.13981
3358.0,1.13996,1.13983
3359.0,1.14,1.13986
3360.0,1.13997,1.13982
3361.0,1.13987,1.13974
3362.0,1.14,1.13987
3363.0,1.14003,1.13991
3364.0,1.14002,1.13987
3365.0,1.14009,1.13995
3366.0,1.13995,1.13981
3367.0,1.13998,1.13984
3368.0,1.13994,1.13982
3369.0,1.1399,1.13978
3370.0,1.13996,1.13983
3371.0,1.13999,1.13987
3372.0,1.14003,1.1399
3373.0,1.14007,1.13993
3374.0,1.14004,1.13991
3375.0,1.14011,1.13998
3376.0,1.14005,1.13991
3377.0,1.14007,1.13994
3378.0,1.14009,1.13996
3379.0,1.13997,1.13983
3380.0,1.13996,1.13982
3381.0,1.14006,1.13993
3382.0,1.14011,1.13998
3383.0,1.14004,1.13991
3384.0,1.1401,1.13996
3385.0,1.13997,1.13983
3386.0,1.13996,1.13981
3387.0,1.13988,1.13976
3388.0,1.13982,1.13968
3389.0,1.13985,1.13971
3390.0,1.1399,1.13976
